Vacas;Hora;Fecha;Temperatura
13002;22:00;6/10/2015;33.6
13006;22:00;6/10/2015;36.1
13032;22:00;6/10/2015;33.6
13024;22:00;6/10/2015;34.4
13058;22:00;6/10/2015;34.4
13077;23:00;6/10/2015;34.6
13036;23:00;6/10/2015;33.6
13002;23:00;6/10/2015;34.1
13006;23:00;6/10/2015;36.7
13032;23:00;6/10/2015;33.4
13024;23:00;6/10/2015;34.7
13058;23:00;6/10/2015;34.4
13077;00:00;7/10/2015;33.9
13036;00:00;7/10/2015;33.5
13002;00:00;7/10/2015;33.4
13006;00:00;7/10/2015;36.1
13032;00:00;7/10/2015;32.9
13024;00:00;7/10/2015;34.1
13058;00:00;7/10/2015;33.8
13077;01:00;7/10/2015;33.1
13036;01:00;7/10/2015;33.2
13002;01:00;7/10/2015;33
13006;01:00;7/10/2015;35.6
13032;01:00;7/10/2015;32.3
13024;01:00;7/10/2015;33.4
13058;01:00;7/10/2015;33.4
13077;02:00;7/10/2015;33.1
13036;02:00;7/10/2015;32.9
13002;02:00;7/10/2015;33.8
13006;02:00;7/10/2015;35.2
13032;02:00;7/10/2015;32.5
13024;02:00;7/10/2015;34
13058;02:00;7/10/2015;33.8
13077;03:00;7/10/2015;34.1
13036;03:00;7/10/2015;32.5
13002;03:00;7/10/2015;33
13006;03:00;7/10/2015;34.8
13032;03:00;7/10/2015;32.6
13024;03:00;7/10/2015;33.6
13058;03:00;7/10/2015;34.3
13077;04:00;7/10/2015;34
13036;04:00;7/10/2015;32.5
13002;04:00;7/10/2015;33.6
13006;04:00;7/10/2015;34.1
13032;04:00;7/10/2015;32.7
13024;04:00;7/10/2015;33.5
13058;04:00;7/10/2015;33.5
13077;05:00;7/10/2015;33.5
13036;05:00;7/10/2015;32
13002;05:00;7/10/2015;33.1
13006;05:00;7/10/2015;34
13032;05:00;7/10/2015;31.9
13024;05:00;7/10/2015;32.8
13058;05:00;7/10/2015;33
13077;06:00;7/10/2015;33.4
13036;06:00;7/10/2015;32.4
13002;06:00;7/10/2015;33.1
13006;06:00;7/10/2015;33.5
13032;06:00;7/10/2015;32.6
13024;06:00;7/10/2015;33.3
13058;06:00;7/10/2015;32.8
13077;07:00;7/10/2015;32.8
13036;07:00;7/10/2015;31.3
13002;07:00;7/10/2015;32.4
13006;07:00;7/10/2015;34.4
13032;07:00;7/10/2015;32.7
13024;07:00;7/10/2015;32.7
13058;07:00;7/10/2015;33.1
13077;08:00;7/10/2015;33.1
13036;08:00;7/10/2015;31.1
13002;08:00;7/10/2015;33.3
13006;08:00;7/10/2015;35.3
13032;08:00;7/10/2015;33.1
13024;08:00;7/10/2015;32.9
13058;08:00;7/10/2015;32.6
13077;09:00;7/10/2015;33.6
13036;09:00;7/10/2015;32.9
13002;09:00;7/10/2015;33.5
13006;09:00;7/10/2015;35
13032;09:00;7/10/2015;34.6
13024;09:00;7/10/2015;34.2
13058;09:00;7/10/2015;32
13077;10:00;7/10/2015;33.7
13036;10:00;7/10/2015;34.4
13002;10:00;7/10/2015;34.8
13006;10:00;7/10/2015;35.5
13032;10:00;7/10/2015;34.9
13024;10:00;7/10/2015;35
13058;10:00;7/10/2015;33.2
13077;11:00;7/10/2015;35.7
13036;11:00;7/10/2015;34.4
13002;11:00;7/10/2015;35.2
13006;11:00;7/10/2015;35.9
13032;11:00;7/10/2015;35.4
13024;11:00;7/10/2015;36.1
13058;11:00;7/10/2015;34.4
13077;12:00;7/10/2015;36
13036;12:00;7/10/2015;35
13002;12:00;7/10/2015;35.9
13006;12:00;7/10/2015;36.5
13032;12:00;7/10/2015;36.1
13024;12:00;7/10/2015;35.8
13058;12:00;7/10/2015;35.3
13077;13:00;7/10/2015;36.8
13036;13:00;7/10/2015;35.5
13002;13:00;7/10/2015;36.5
13006;13:00;7/10/2015;37.4
13032;13:00;7/10/2015;37
13024;13:00;7/10/2015;36.1
13058;13:00;7/10/2015;36.2
13077;14:00;7/10/2015;37.5
13036;14:00;7/10/2015;36.4
13002;14:00;7/10/2015;37.5
13006;14:00;7/10/2015;37.8
13032;14:00;7/10/2015;37.5
13024;14:00;7/10/2015;36.4
13058;14:00;7/10/2015;37.4
13077;15:00;7/10/2015;36.1
13036;15:00;7/10/2015;37
13002;15:00;7/10/2015;37.2
13006;15:00;7/10/2015;37.1
13032;15:00;7/10/2015;36.4
13024;15:00;7/10/2015;36.8
13058;15:00;7/10/2015;37.8
13077;16:00;7/10/2015;34.2
13036;16:00;7/10/2015;35.4
13002;16:00;7/10/2015;36.5
13006;16:00;7/10/2015;36.8
13032;16:00;7/10/2015;35.3
13024;16:00;7/10/2015;36.5
13058;16:00;7/10/2015;36.5
13077;17:00;7/10/2015;33.6
13036;17:00;7/10/2015;33.8
13002;17:00;7/10/2015;35.4
13006;17:00;7/10/2015;36.9
13032;17:00;7/10/2015;34.7
13024;17:00;7/10/2015;35.7
13058;17:00;7/10/2015;35.5
13077;18:00;7/10/2015;32.8
13036;18:00;7/10/2015;32.9
13002;18:00;7/10/2015;35.2
13006;18:00;7/10/2015;36.2
13032;18:00;7/10/2015;33.2
13024;18:00;7/10/2015;34.9
13058;18:00;7/10/2015;35.2
13077;19:00;7/10/2015;33.6
13036;19:00;7/10/2015;33.4
13002;19:00;7/10/2015;34.5
13006;19:00;7/10/2015;36
13032;19:00;7/10/2015;33.5
13024;19:00;7/10/2015;34.4
13058;19:00;7/10/2015;34.7
13077;20:00;7/10/2015;34.8
13036;20:00;7/10/2015;34
13002;20:00;7/10/2015;33.7
13006;20:00;7/10/2015;35.8
13032;20:00;7/10/2015;33.3
13024;20:00;7/10/2015;33.7
13058;20:00;7/10/2015;34.2
13077;21:00;7/10/2015;34.7
13036;21:00;7/10/2015;34.3
13002;21:00;7/10/2015;33.1
13006;21:00;7/10/2015;36
13032;21:00;7/10/2015;32.8
13024;21:00;7/10/2015;34.2
13058;21:00;7/10/2015;34.5
13077;22:00;7/10/2015;34.8
13036;22:00;7/10/2015;33.5
13002;22:00;7/10/2015;33.6
13006;22:00;7/10/2015;36.4
13032;22:00;7/10/2015;33
13024;22:00;7/10/2015;34.2
13058;22:00;7/10/2015;34.8
13077;23:00;7/10/2015;34.2
13036;23:00;7/10/2015;32.7
13002;23:00;7/10/2015;33.5
13006;23:00;7/10/2015;36.1
13032;23:00;7/10/2015;33.7
13024;23:00;7/10/2015;34.5
13058;23:00;7/10/2015;34
13077;00:00;8/10/2015;33.4
13036;00:00;8/10/2015;32.8
13002;00:00;8/10/2015;33
13006;00:00;8/10/2015;36.4
13032;00:00;8/10/2015;32.3
13024;00:00;8/10/2015;34.1
13058;00:00;8/10/2015;34.2
13077;01:00;8/10/2015;33.3
13036;01:00;8/10/2015;32.4
13002;01:00;8/10/2015;32.9
13006;01:00;8/10/2015;36
13032;01:00;8/10/2015;32.7
13024;01:00;8/10/2015;34
13058;01:00;8/10/2015;34.2
13077;02:00;8/10/2015;33.4
13036;02:00;8/10/2015;33.2
13002;02:00;8/10/2015;33.3
13006;02:00;8/10/2015;35.6
13032;02:00;8/10/2015;31.8
13024;02:00;8/10/2015;34.2
13058;02:00;8/10/2015;33.8
13077;03:00;8/10/2015;33.1
13036;03:00;8/10/2015;32
13002;03:00;8/10/2015;33.4
13006;03:00;8/10/2015;35.3
13032;03:00;8/10/2015;32.2
13024;03:00;8/10/2015;34.4
13058;03:00;8/10/2015;33.6
13077;04:00;8/10/2015;33.3
13036;04:00;8/10/2015;31.8
13002;04:00;8/10/2015;33.6
13006;04:00;8/10/2015;35.1
13032;04:00;8/10/2015;33.1
13024;04:00;8/10/2015;34.1
13058;04:00;8/10/2015;33.5
13077;05:00;8/10/2015;33.4
13036;05:00;8/10/2015;31.5
13002;05:00;8/10/2015;33.2
13006;05:00;8/10/2015;34.3
13032;05:00;8/10/2015;32.4
13024;05:00;8/10/2015;33.5
13058;05:00;8/10/2015;33.5
13077;06:00;8/10/2015;32.6
13036;06:00;8/10/2015;31.5
13002;06:00;8/10/2015;32.6
13006;06:00;8/10/2015;34.1
13032;06:00;8/10/2015;32.2
13024;06:00;8/10/2015;33.4
13058;06:00;8/10/2015;33
13077;07:00;8/10/2015;33.2
13036;07:00;8/10/2015;31.7
13002;07:00;8/10/2015;32.1
13006;07:00;8/10/2015;34
13032;07:00;8/10/2015;31.8
13024;07:00;8/10/2015;33
13058;07:00;8/10/2015;32.4
13077;08:00;8/10/2015;32.7
13036;08:00;8/10/2015;32.3
13002;08:00;8/10/2015;32.8
13006;08:00;8/10/2015;34
13032;08:00;8/10/2015;31.6
13024;08:00;8/10/2015;33.3
13058;08:00;8/10/2015;32.9
13077;09:00;8/10/2015;32.5
13036;09:00;8/10/2015;32.8
13002;09:00;8/10/2015;32.4
13006;09:00;8/10/2015;35.2
13032;09:00;8/10/2015;32
13024;09:00;8/10/2015;34
13058;09:00;8/10/2015;33.6
13077;10:00;8/10/2015;34.7
13036;10:00;8/10/2015;33.6
13002;10:00;8/10/2015;33.6
13006;10:00;8/10/2015;36
13032;10:00;8/10/2015;32.7
13024;10:00;8/10/2015;34.3
13058;10:00;8/10/2015;34.4
13077;11:00;8/10/2015;35
13036;11:00;8/10/2015;34.9
13002;11:00;8/10/2015;34.5
13006;11:00;8/10/2015;36.8
13032;11:00;8/10/2015;33.6
13024;11:00;8/10/2015;34.6
13058;11:00;8/10/2015;34.8
13077;12:00;8/10/2015;36.5
13036;12:00;8/10/2015;36.5
13002;12:00;8/10/2015;35.8
13006;12:00;8/10/2015;37.3
13032;12:00;8/10/2015;34.6
13024;12:00;8/10/2015;35.4
13058;12:00;8/10/2015;35.9
13077;13:00;8/10/2015;36.1
13036;13:00;8/10/2015;37.3
13002;13:00;8/10/2015;36.5
13006;13:00;8/10/2015;37.6
13032;13:00;8/10/2015;35.1
13024;13:00;8/10/2015;36.4
13058;13:00;8/10/2015;36.5
13077;14:00;8/10/2015;36.9
13036;14:00;8/10/2015;37.8
13002;14:00;8/10/2015;37.6
13006;14:00;8/10/2015;36.8
13032;14:00;8/10/2015;36.9
13024;14:00;8/10/2015;37.6
13058;14:00;8/10/2015;36.8
13077;15:00;8/10/2015;35.6
13036;15:00;8/10/2015;35.9
13002;15:00;8/10/2015;36.8
13006;15:00;8/10/2015;36.4
13032;15:00;8/10/2015;36.7
13024;15:00;8/10/2015;36.6
13058;15:00;8/10/2015;36.7
13077;16:00;8/10/2015;34.5
13036;16:00;8/10/2015;34.9
13002;16:00;8/10/2015;35.6
13006;16:00;8/10/2015;36.2
13032;16:00;8/10/2015;35.3
13024;16:00;8/10/2015;35.9
13058;16:00;8/10/2015;36
13077;17:00;8/10/2015;33
13036;17:00;8/10/2015;34.5
13002;17:00;8/10/2015;34.5
13006;17:00;8/10/2015;36.2
13032;17:00;8/10/2015;34.7
13024;17:00;8/10/2015;35.1
13058;17:00;8/10/2015;35
13077;18:00;8/10/2015;32.6
13036;18:00;8/10/2015;33.4
13002;18:00;8/10/2015;33.4
13006;18:00;8/10/2015;36
13032;18:00;8/10/2015;34.4
13024;18:00;8/10/2015;34.3
13058;18:00;8/10/2015;34
13077;19:00;8/10/2015;33
13036;19:00;8/10/2015;34
13002;19:00;8/10/2015;34
13006;19:00;8/10/2015;36.2
13032;19:00;8/10/2015;34
13024;19:00;8/10/2015;34.5
13058;19:00;8/10/2015;34.3
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
